company_name,date_of_registration,month_name,state,roc,category,class,company_type,activity_code,activity_description
DAZZLING FABTEX PRIVATE LIMITED  ,23/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
JEALN PHARMA PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,24239,"Manufacturing (Metals & Chemicals, and products thereof)"
ANISO EDUTECH PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,80900,"Community, personal & Social Services"
NPE PUMPS PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,29309,Manufacturing (Machinery & Equipments)
EBIZ CORPORATE AND TAX ADVISORS PRIVATE LIMITED ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74999,Business Services
BAANGA PRODUCTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,92490,"Community, personal & Social Services"
ALGRACE BUILDCARE PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
STARBUST TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,51909,Trading
ST. EDWARDS'S EDUCATIONAL FOUNDATION  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,80900,"Community, personal & Social Services"
EXCEARTH OVERZEE PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
ENLIGHTENED LOTUS PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,52209,Trading
HAPPY MEMORIES TECHNOLOGIES PRIVATE LIMITED ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,72900,Business Services
TELLUS GREEN ENERGY PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,40107,"Electricity, Gas & Water companies"
ONESEA TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,72900,Business Services
NF DIGITAL FOUNDATION  ,23/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
ARGENT IMPACTS PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,29190,Manufacturing (Machinery & Equipments)
MOMMY'S BEST FOODWORKS PRIVATE LIMITED  ,23/04/21,Apr-21,Jharkhand,RoC-Jharkhand,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
QUANTMASTER AI RESEARCH & TRADING PRIVATE LIMITED ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72200,Business Services
CARE FORCE SECURITY SERVICES PRIVATE LIMITED ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
PERFECT LEGAL ADVISORS PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,74999,Business Services
TANIRUPA FARMS PRIVATE LIMITED  ,23/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
REDKITE AEROSPACE PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,31900,Manufacturing (Machinery & Equipments)
GOYA SHOPPING PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
HANSA SHIPPING AND LOGISTICS PRIVATE LIMITED ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
SKINURA PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,24239,"Manufacturing (Metals & Chemicals, and products thereof)"
EVERHILL BEVERAGES PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,15549,Manufacturing (Food stuffs)
SHANTI PATH LAB PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
SHREEAALAY AGRO PROCESSING FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
PROWESSINFRA DEVELOPERS PRIVATE LIMITED  ,23/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,45500,Construction
ADI PARASHAKTI TRADING INDIA PRIVATE LIMITED ,23/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,51909,Trading
JIVHALA GROWERS TECH PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
ARASUR WATERSHED FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
RRT AIRLIQ GASES PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,40200,"Electricity, Gas & Water companies"
VISAN SKY CONSTRUCTION PRIVATE LIMITED  ,23/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,45309,Construction
ALDO TECHNOLOGY PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
FACTRANS PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,29300,Manufacturing (Machinery & Equipments)
SHARADA PRASAD INFRA PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
SHRI VINAYAK MOTORS PRIVATE LIMITED  ,23/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,50100,Trading
GOLDEN TULIP RETAIL PRIVATE LIMITED  ,23/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,52100,Trading
NAVISURGE HEALTHCARE SOLUTIONS PRIVATE LIMITED ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,80902,"Community, personal & Social Services"
PROPIOUS TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
IZATION HOMOEO LABORATORY PRIVATE LIMITED ,23/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,24239,"Manufacturing (Metals & Chemicals, and products thereof)"
GANPATI BAPPA REALVENTURE PRIVATE LIMITED ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
SRI VAMANA'S LIVING PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,45201,Construction
INDUSTRIAL COLORS PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,28999,"Manufacturing (Metals & Chemicals, and products thereof)"
BETTER OKAY TECHNOLOGY PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
SAHYADRI WILDLIFE FOUNDATION  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
TETHYS INNOTECH PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,29309,Manufacturing (Machinery & Equipments)
THIRUKUMARAN FIBRES PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
AMVIK PHARMACEUTICALS PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,51397,Trading
GAURAVI PROFILES PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,27300,"Manufacturing (Metals & Chemicals, and products thereof)"
MYRELAX FOAM PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,51909,Trading
APEX SHIELD FORCE PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,74999,Business Services
BRIGHT HYGIENE SERVICES PRIVATE LIMITED  ,23/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,93000,"Community, personal & Social Services"
DOJOKO TECHNOLOGIES INDIA PRIVATE LIMITED ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Subsidiary of Foreign Company,72200,Business Services
KARAMCHEDU NATURAL FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
PROASP INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,25209,"Manufacturing (Metals & Chemicals, and products thereof)"
REAL STAAR DIAMONDS PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
BARMAN INFRACON PRIVATE LIMITED  ,23/04/21,Apr-21,Assam,RoC-Shillong,Company limited by Shares,Private,Non-govt company,45309,Construction
MY BACHCHA (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
R BHARTI AGRO RESORT PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,1409,Agriculture and Allied Activities
ANSAM AROMAS PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,24110,"Manufacturing (Metals & Chemicals, and products thereof)"
MAN PRAKASH REAL ESTATE PRIVATE LIMITED  ,23/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
DEVISEMEN ENGINEERING PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,74999,Business Services
ARCHISPAZIO DESIGN WORKS (OPC) PRIVATE LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private(One Person Company),Non-govt company,45201,Construction
PARAMASIVAM FOODS PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
HIMAYA INVESTMENTS PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,65990,Finance
ASIATIC TURTLE PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,36109,Manufacturing (Others)
KIRTI AGRIVENTURES PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
KONGUMANDALAM FINANCE PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,65990,Finance
REASSURE FOUNDATION  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,80222,"Community, personal & Social Services"
CHAN SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
AASTEY DESIGNS PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,52190,Trading
DENOZA TECH PRIVATE LIMITED  ,23/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72900,Business Services
AGRAM GREENS PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
AUTOMATRIX INNOVATION PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,72900,Business Services
MEDIUS TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,67110,Finance
RYDHAM MANAGEMENT CONSULTANTS PRIVATE LIMITED ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,67100,Finance
SLINGTECHNO (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
HILLSTONE FOODS PRIVATE LIMITED  ,23/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,55101,Trading
AGNISHIV AYURVEDIC PHARMACEUTICAL AND COSMETIC PRIVATE LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,24246,"Manufacturing (Metals & Chemicals, and products thereof)"
AGMA HEALTH FOODS AND MERCHANDISING PRIVATE LIMITED ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,15130,Manufacturing (Food stuffs)
SKYPHEONIX MANAGEMENT SERVICE PRIVATE LIMITED ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74999,Business Services
CHENNAI POWER ENGINEERING PRIVATE LIMITED ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,31900,Manufacturing (Machinery & Equipments)
NEW PEOPLES WELLNESS CONSUMER SERVICES PRIVATE LIMITED ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,74140,Business Services
INSTAASTRO TECHNOLOGY PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
GOHIL TECHNOLOGIES (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private(One Person Company),Non-govt company,72900,Business Services
MURUGAN CAPITAL PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,65900,Finance
DOTVECTOR PRIVATE LIMITED  ,23/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,72200,Business Services
DAKSHINA GANGA INFO-SOLUTIONS (INDIA) PRIVATE LIMITED ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
SARDAR BAHADUR AGRO FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
VEDITHA EVENTS (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
RIOMED SYSTEMS PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,52599,Trading
HIS&HER DIAGNOSTIC PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
MOONSGATE INFOTECH PRIVATE LIMITED  ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,74999,Business Services
D AND D INFRATECH PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,51909,Trading
HAATHI SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,72900,Business Services
NIBHA LOGISTICS PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,60210,"Transport, storage and Communications"
AWESOME MACHI MEDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,22300,"Manufacturing (Paper & Paper products, Publishing, printingand reproduction of recorded media)"
KAREL BULLIONS & JEWELS PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,36911,Manufacturing (Others)
SDPS SHIPPING SERVICES PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,61100,"Transport, storage and Communications"
LAKHDATAR TEA PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
ACCELTECHSTACK PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
PRAKRIT LIFE ZERO WASTE SOLUTIONS (OPC) PRIVATE LIMITED ,23/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private(One Person Company),Non-govt company,52190,Trading
INFINITY HEALTH AND WELLNESS PRIVATE LIMITED ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
MEDICAMENTAID PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,52520,Trading
DISHANKK SKILL DEVELOPMENT PRIVATE LIMITED ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,80903,"Community, personal & Social Services"
EARTHSTAR PROPERTIES PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,45400,Construction
WAO EDUCATION PRIVATE LIMITED  ,23/04/21,Apr-21,Chandigarh,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,80902,"Community, personal & Social Services"
COLO SECURITIES PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,65990,Finance
DHANVIN PROPERTIES AND BUILDERS (OPC) PRIVATE LIMITED ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private(One Person Company),Non-govt company,70100,Real Estate and Renting
GRAY JAY IMMIGRATION PRIVATE LIMITED  ,23/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,74999,Business Services
3P DEVELOPMENT FOUNDATION,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,93090,"Community, personal & Social Services"
SWAMINATHA SWAMI (SWAMIMALAI) NIDHI LIMITED ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Public,Non-govt company,65999,Finance
ANGAPRADESH HOME FLAVOUR PRIVATE LIMITED  ,23/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,15549,Manufacturing (Food stuffs)
BHARANI INFRA DEVELOPERS PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,45300,Construction
CHRONICLE ENERGY PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,29309,Manufacturing (Machinery & Equipments)
SHIA FOOD & BEVERAGE PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,15500,Manufacturing (Food stuffs)
BMSA SHIPPING INDIA PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,74999,Business Services
EK SATH KISAN PRODUCER COMPANY LIMITED  ,23/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
YATHASVI INDUSTRIES PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
SIPPIN SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
NUFORM SOCIAL PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
GEORGE INSURANCE SURVEYORS AND LOSS ASSESSORS INDIA (OPC) PRIVATE LIMITED ,23/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
AGILIS VITRIFIED PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,26999,"Manufacturing (Metals & Chemicals, and products thereof)"
KLAYO GROW PHARMA PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,24290,"Manufacturing (Metals & Chemicals, and products thereof)"
CIAS FACILITIES PRIVATE LIMITED  ,23/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
RKT MANPOWER & HOSPITALITY SERVICES PRIVATE LIMITED ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,74999,Business Services
VAGDEVI REALTECH PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,45201,Construction
SAFALNITI PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,74999,Business Services
PDS BRANDS PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,18109,Manufacturing (Textiles)
MOTORRAID TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
YADHUVANSHI FARMER PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
MR ALLIANZ PRIVATE LIMITED  ,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,35990,Manufacturing (Machinery & Equipments)
AMBUJI PROPERTIES PRIVATE LIMITED  ,23/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,45201,Construction
INVESTNOMIC PRIVATE LIMITED  ,23/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
HMSRIJAN MARKETING (OPC) PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,74999,Business Services
CLICKCENTRIC SOLUTIONS PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,72900,Business Services
INVESTMART SECURITIES PRIVATE LIMITED  ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,67110,Finance
ON DUTY OVER NIGHT PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
MAROON BERRY PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
MANNVAASANAI FARMERS PRODUCER COMPANY LIMITED ,23/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
AAAVAA TECHNOLOGIES PRIVATE LIMITED  ,23/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72900,Business Services
SHRI SHIDHNATH GREEN FARM PRIVATE LIMITED ,23/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
UPTAUGHT EDTECH PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,80903,"Community, personal & Social Services"
ZENMARC ECOFIRM PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
ATHLETIQUEGYM HERO PRIVATE LIMITED  ,23/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,51909,Trading
R2A CURIS PRIVATE LIMITED,23/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85100,"Community, personal & Social Services"
PMAR TRADING PRIVATE LIMITED  ,23/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,14290,Mining & Quarrying
EXOMO SOFTWARE PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
SPACE WINDOW PRIVATE LIMITED  ,23/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,72900,Business Services
CFSI FOUNDATION  ,23/04/21,Apr-21,Uttarakhand,RoC-Uttarakhand,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
CHROMOSYNTH PRIVATE LIMITED  ,23/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,24100,"Manufacturing (Metals & Chemicals, and products thereof)"
APKI DUKAAN MULTITRADE PRIVATE LIMITED  ,23/04/21,Apr-21,Jharkhand,RoC-Jharkhand,Company limited by Shares,Private,Non-govt company,52300,Trading
PRESICE CREW SERVICES PRIVATE LIMITED  ,23/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
